player_name,team,games_played,games_started,min,pts,fgm,fga,fg_pct,2ptm,2pta,2pt_pct,3ptm,3pta,3pt_pct,ftm,fta,ft_pct,def,off,reb,ast,stl,to,pf,pfa,blk,blka,rate
רותם לוינשטיין,הפועל נווה שאנן חיפה,9,0,8.6,0.9,0.3,1.2,27.3,0.1,0.1,100.0,0.2,1.1,20.0,0.0,0.0,0.0,0.2,0.1,0.3,0.4,0.2,0.1,1.3,0.1,0.0,0.0,-0.3
רותם עובדיה,הפועל חיפה נווה שאנן שובל,1,0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,25.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0
רותם עובדיה,הפועל נווה שאנן חיפה,3,0,5.0,0.7,0.0,1.7,0.0,0.0,1.0,0.0,0.0,0.7,0.0,0.7,0.7,100.0,0.3,0.0,0.3,0.3,0.0,0.3,1.0,0.3,0.0,0.3,-1.7
רז מור,מ.ס צפת,10,5,22.3,6.0,2.2,7.0,31.4,1.2,3.0,40.0,1.0,4.0,25.0,0.6,1.0,60.0,1.0,0.3,1.3,4.0,0.5,1.6,1.9,1.6,0.0,0.3,4.4
רזיאל חיון,מכבי גיא נתן חיפה,3,0,13.3,3.0,0.7,2.0,33.3,0.0,0.3,0.0,0.7,1.7,40.0,1.0,1.0,100.0,0.0,0.0,0.0,0.3,0.0,0.3,3.0,1.0,0.0,0.0,-0.3
רזיאל חיון,מכבי חיפה גיא נתן,6,3,16.7,5.3,1.8,5.2,35.5,0.8,2.2,38.5,1.0,3.0,33.3,0.7,0.7,100.0,1.5,0.2,1.7,1.0,0.7,0.8,2.0,1.3,0.0,0.2,3.7
ריצ'ארד פאק,מ.כ עוטף דרום,1,1,29.0,26.0,7.0,14.0,50.0,7.0,12.0,58.3,0.0,2.0,0.0,12.0,16.0,75.0,3.0,0.0,3.0,4.0,0.0,3.0,2.0,10.0,0.0,0.0,27.0
ריקי פאק,מ.כ עוטף דרום,3,3,31.3,23.3,7.3,13.7,53.7,6.7,11.7,57.1,0.7,2.0,33.3,8.0,8.7,92.3,2.3,1.3,3.7,2.3,1.7,1.7,2.0,8.3,0.0,1.3,27.3
רני בלגה,"א.ס רמה""ש ירק השדה",10,7,23.3,9.4,2.9,7.8,37.2,2.4,5.4,44.4,0.5,2.4,20.8,3.1,4.4,70.5,3.1,0.7,3.8,3.5,1.0,2.8,2.9,4.3,0.1,0.6,9.6
שגיב גורמן,"מכבי פ""ת",7,5,23.7,4.1,1.3,4.3,30.0,0.3,0.9,33.3,1.0,3.4,29.2,0.6,0.9,66.7,0.7,0.6,1.3,1.6,1.0,1.0,2.9,1.0,0.0,0.1,1.7
שגיב דוד,אליצור יבנה,5,3,22.6,3.6,1.2,4.0,30.0,0.2,0.6,33.3,1.0,3.4,29.4,0.2,0.4,50.0,2.4,0.4,2.8,2.8,1.2,1.0,1.4,0.6,1.0,0.0,6.6
שוהם גת,הפועל חיפה נווה שאנן שובל,1,1,32.0,11.0,5.0,11.0,45.5,4.0,6.0,66.7,1.0,5.0,20.0,0.0,0.0,0.0,2.0,0.0,2.0,7.0,0.0,5.0,1.0,2.0,1.0,0.0,11.0
שוהם גת,הפועל נווה שאנן חיפה,9,7,26.6,9.6,3.0,7.9,38.0,1.2,3.1,39.3,1.8,4.8,37.2,1.8,2.2,80.0,2.8,0.4,3.2,6.4,0.6,2.4,2.4,1.9,0.1,0.2,11.3
שון דליד,אליצור שומרון,9,3,10.7,2.9,1.1,2.9,38.5,0.8,1.9,41.2,0.3,1.0,33.3,0.3,0.4,75.0,0.4,0.3,0.8,0.7,0.4,0.4,1.7,1.2,0.2,0.1,2.1
שחר שלמון,מכבי אשדוד,10,0,16.9,4.8,1.7,4.3,39.5,1.2,2.2,54.5,0.5,2.1,23.8,0.9,1.2,75.0,1.6,1.3,2.9,0.8,1.4,0.4,2.8,1.1,0.1,0.0,5.0
שי כהן,מכבי קרית גת,5,0,3.6,0.8,0.2,0.6,33.3,0.0,0.0,0.0,0.2,0.6,33.3,0.2,0.6,33.3,0.0,0.2,0.2,0.0,0.4,0.4,0.4,0.2,0.0,0.0,0.0
שלו ז'אן,"מכבי פ""ת",7,0,8.6,1.6,0.6,1.3,44.4,0.3,0.7,40.0,0.3,0.6,50.0,0.1,0.1,100.0,0.1,0.3,0.4,0.3,0.1,0.4,1.1,0.1,0.0,0.1,0.1
שלו מוריוסף,מ.ס צפת,4,0,5.2,1.8,0.2,3.0,8.3,0.0,1.0,0.0,0.2,2.0,12.5,1.0,1.0,100.0,0.5,0.2,0.8,1.0,0.2,0.8,0.5,1.2,0.0,0.0,1.0
שליו מרדכי זן,"מכבי פ""ת",2,0,7.0,3.0,1.0,1.5,66.7,1.0,1.5,66.7,0.0,0.0,0.0,1.0,1.0,100.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,3.5
תומר כהן,עירוני נהריה,9,3,17.3,5.8,2.0,4.8,41.9,1.1,2.4,45.5,0.9,2.3,38.1,0.9,1.0,88.9,1.2,0.7,1.9,0.9,0.4,0.9,1.1,0.9,0.1,0.0,5.1
תומר לוינסון,עירוני נהריה,10,9,27.2,13.1,5.0,10.0,50.0,3.6,6.5,55.4,1.4,3.5,40.0,1.7,2.6,65.4,3.5,2.0,5.5,2.3,0.4,1.6,1.3,2.6,0.1,0.2,15.0
תומר פורת,הפועל אסטרל אילת,9,9,23.7,8.0,2.9,8.1,35.6,2.3,5.4,42.9,0.6,2.7,20.8,1.7,2.6,65.2,3.4,2.0,5.4,1.3,0.4,1.0,3.6,2.7,0.1,0.3,6.7
